780, 773, 741, 726, 718, 687, 658, 637, 628, 598, 580, 562, 535, 518, 502, 479, 446, 432, 415, 389, 357, 348, 306, 290, 275, 250, 229, 208, 184, 176, 146, 111, 109, 85, 52, 26, 0
780, 773, 741, 726, 718, 687, 658, 637, 628, 598, 580, 562, 535, 518, 502, 479, 446, 432, 415, 389, 357, 348, 306, 290, 275, 250, 229, 208, 184, 176, 146, 111, 109, 85, 52, 26, 1
780, 773, 741, 726, 718, 687, 658, 637, 628, 598, 580, 562, 535, 518, 502, 479, 446, 432, 415, 389, 357, 348, 306, 290, 275, 250, 229, 208, 184, 176, 146, 111, 109, 85, 52, 26, 2
780, 773, 741, 726, 718, 687, 658, 637, 628, 598, 580, 562, 535, 518, 502, 479, 446, 432, 415, 389, 357, 348, 306, 289, 276, 248, 228, 209, 183, 175, 147, 113, 89, 86, 51, 25, 3
780, 773, 741, 726, 718, 687, 658, 637, 628, 598, 580, 562, 535, 518, 502, 479, 446, 432, 415, 389, 357, 348, 306, 289, 276, 248, 228, 227, 210, 182, 173, 148, 114, 90, 87, 50, 24, 4
780, 805, 845, 855, 885, 920, 926, 963, 970, 1004, 1031, 1044, 1051, 1078, 1098, 1121, 1154, 1172, 1202, 1224, 1246, 1252, 1286, 1308, 1331, 1332, 1350, 1385, 1402, 1427, 1444, 1460, 1488, 1501, 1532, 1535, 5
780, 805, 845, 855, 885, 920, 926, 963, 970, 1004, 1031, 1044, 1051, 1078, 1098, 1121, 1154, 1172, 1202, 1224, 1246, 1252, 1286, 1308, 1331, 1332, 1350, 1385, 1403, 1428, 1442, 1458, 1487, 1500, 1533, 1554, 6
780, 805, 845, 855, 885, 920, 926, 963, 970, 1004, 1031, 1044, 1051, 1078, 1098, 1121, 1154, 1172, 1202, 1224, 1246, 1252, 1286, 1308, 1331, 1332, 1350, 1385, 1403, 1428, 1442, 1458, 1486, 1499, 1534, 1553, 7
780, 805, 845, 855, 885, 920, 926, 963, 970, 1004, 1031, 1044, 1052, 1079, 1096, 1120, 1155, 1174, 1180, 1203, 1245, 1251, 1285, 1307, 1329, 1349, 1369, 1384, 1404, 1430, 1441, 1457, 1485, 1498, 1514, 1552, 8
780, 805, 845, 855, 885, 920, 926, 963, 970, 1004, 1031, 1044, 1052, 1079, 1096, 1120, 1155, 1174, 1180, 1203, 1245, 1251, 1285, 1307, 1329, 1349, 1369, 1384, 1404, 1430, 1441, 1457, 1485, 1498, 1514, 1552, 9
