gs0-eth0	172.16.6.35
s1-eth1555	None
sat1448-eth5	10.1.208.177
gs0-eth1	10.1.208.178
gs1-eth0	172.16.6.36
s1-eth1556	None
sat1148-eth5	10.1.115.49
gs1-eth1	10.1.115.50
gs2-eth0	172.16.6.37
s1-eth1557	None
sat1361-eth6	10.1.181.1
gs2-eth1	10.1.181.2
gs3-eth0	172.16.6.38
s1-eth1558	None
sat1384-eth6	10.1.188.81
gs3-eth1	10.1.188.82
gs4-eth0	172.16.6.39
s1-eth1559	None
sat160-eth5	10.0.57.97
gs4-eth1	10.0.57.98
gs5-eth0	172.16.6.40
s1-eth1560	None
sat359-eth5	10.0.120.209
gs5-eth1	10.0.120.210
gs6-eth0	172.16.6.41
s1-eth1561	None
sat277-eth6	10.0.94.49
gs6-eth1	10.0.94.50
gs7-eth0	172.16.6.42
s1-eth1562	None
sat383-eth5	10.0.128.177
gs7-eth1	10.0.128.178
gs8-eth0	172.16.6.43
s1-eth1563	None
sat990-eth5	10.1.65.193
gs8-eth1	10.1.65.194
gs9-eth0	172.16.6.44
s1-eth1564	None
sat1006-eth6	10.1.71.17
gs9-eth1	10.1.71.18
gs10-eth0	172.16.6.45
s1-eth1565	None
sat1181-eth6	10.1.125.113
gs10-eth1	10.1.125.114
gs11-eth0	172.16.6.46
s1-eth1566	None
sat144-eth6	10.0.52.129
gs11-eth1	10.0.52.130
gs12-eth0	172.16.6.47
s1-eth1567	None
sat1363-eth5	10.1.181.145
gs12-eth1	10.1.181.146
gs13-eth0	172.16.6.48
s1-eth1568	None
sat1181-eth7	10.1.125.129
gs13-eth1	10.1.125.130
gs14-eth0	172.16.6.49
s1-eth1569	None
sat1045-eth5	10.1.83.97
gs14-eth1	10.1.83.98
gs15-eth0	172.16.6.50
s1-eth1570	None
sat1317-eth6	10.1.167.145
gs15-eth1	10.1.167.146
gs16-eth0	172.16.6.51
s1-eth1571	None
sat1478-eth7	10.1.217.225
gs16-eth1	10.1.217.226
gs17-eth0	172.16.6.52
s1-eth1572	None
sat409-eth5	10.0.137.97
gs17-eth1	10.0.137.98
gs18-eth0	172.16.6.53
s1-eth1573	None
sat1384-eth7	10.1.188.97
gs18-eth1	10.1.188.98
gs19-eth0	172.16.6.54
s1-eth1574	None
sat1293-eth5	10.1.159.193
gs19-eth1	10.1.159.194
gs20-eth0	172.16.6.55
s1-eth1575	None
sat325-eth6	10.0.109.209
gs20-eth1	10.0.109.210
gs21-eth0	172.16.6.56
s1-eth1576	None
