12:22:23	1256
12:22:23	1256
12:22:24	1256
12:22:25	1256
12:22:26	1256
12:22:27	1256
12:22:28	1256
12:22:29	1256
12:22:30	1256
12:22:31	1256
12:22:32	1256
12:22:33	1256
12:22:34	1256
12:22:35	1256
12:22:36	1256
12:22:37	1256
12:22:38	1256
12:22:39	1256
12:22:40	1256
12:22:41	1256
12:22:42	1256
12:22:43	1256
12:22:44	1282
12:22:45	1282
12:22:46	1282
12:22:47	1282
12:22:48	1282
12:22:49	1282
12:22:50	1282
12:22:51	1282
12:22:52	1282
12:22:53	1282
12:22:54	1282
12:22:54	1282
12:22:56	1282
12:22:56	1282
12:22:58	1282
12:22:59	1282
12:23:00	1282
12:23:01	1282
12:23:02	1282
12:23:03	1282
12:23:04	1282
12:23:05	1282
12:23:06	1282
12:23:07	1282
12:23:08	1282
12:23:09	1282
12:23:10	1282
12:23:11	1282
12:23:12	1282
12:23:12	1282
12:23:13	1282
12:23:14	1282
12:23:15	1282
12:23:17	1282
12:23:18	1282
12:23:19	1282
12:23:20	1282
12:23:21	1282
12:23:22	1282
12:23:22	1282
12:23:23	1282
12:23:24	1282
12:23:25	1282
12:23:26	1282
12:23:27	1282
12:23:28	1282
12:23:29	1282
12:23:30	1207
12:23:31	1207
12:23:32	1207
12:23:33	1207
12:23:34	1207
12:23:35	1207
12:23:36	1207
12:23:37	1207
12:23:38	1207
12:23:39	1207
12:23:40	1207
12:23:41	1207
12:23:42	1115
12:23:43	1115
12:23:44	1115
12:23:45	1115
12:23:46	1115
12:23:47	1115
12:23:48	1115
12:23:49	1115
12:23:49	1115
12:23:50	1115
12:23:51	1115
12:23:52	1115
12:23:53	1115
12:23:54	1115
12:23:55	1115
12:23:56	1115
12:23:57	1115
12:23:58	1115
12:23:59	1115
12:24:00	1115
12:24:01	1115
12:24:02	1115
12:24:03	1115
12:24:04	1115
12:24:05	1115
12:24:06	1115
12:24:07	1115
12:24:08	1115
12:24:09	1115
12:24:10	1115
12:24:11	1115
12:24:12	1115
12:24:14	1115
12:24:15	1115
12:24:16	1115
12:24:17	1115
12:24:18	1115
12:24:19	1115
12:24:20	1115
12:24:21	1115
12:24:22	1115
12:24:23	1115
12:24:24	1115
12:24:25	1115
12:24:26	1115
12:24:27	1290
12:24:28	1290
12:24:29	1290
12:24:30	1290
12:24:31	1290
12:24:32	1290
12:24:33	1290
12:24:34	1290
12:24:35	1290
12:24:36	1290
12:24:37	1290
12:24:38	1290
12:24:39	1290
12:24:40	1290
12:24:41	1290
12:24:42	1290
12:24:43	1290
12:24:44	1290
12:24:45	1290
12:24:46	1290
12:24:47	1290
12:24:48	1290
12:24:49	1290
12:24:50	1290
12:24:51	1290
12:24:52	1290
12:24:53	1290
12:24:54	1290
12:24:55	1290
12:24:56	1290
12:24:57	1290
12:24:58	1290
12:24:59	1290
12:25:00	1290
12:25:01	1290
12:25:02	1290
12:25:03	1290
12:25:04	1290
12:25:05	1290
12:25:06	1290
12:25:07	1117
12:25:09	1117
12:25:10	1117
12:25:11	1117
12:25:11	1117
12:25:13	1117
12:25:14	1117
12:25:15	1117
12:25:16	1117
12:25:17	1117
12:25:18	1117
12:25:19	1117
12:25:20	1117
12:25:21	1117
12:25:22	1117
12:25:23	1117
12:25:24	1117
12:25:25	1117
12:25:26	1117
12:25:27	1117
12:25:29	1117
12:25:30	1117
12:25:31	1117
12:25:32	1117
12:25:33	1281
12:25:34	1281
12:25:35	1281
