0,1,8.00228493752,500
0,22,8.03396107828,500
0,27,2.12403997,500
0,1476,2.04694186385,500
1,0,8.00228493752,500
1,2,8.03124217723,500
1,26,2.32494523748,500
1,1475,2.25318742317,500
2,1,8.03124217723,500
2,3,8.01710384039,500
2,25,2.40716119975,500
2,1474,2.40498132021,500
3,2,8.01710384039,500
3,4,8.01832902458,500
3,23,1.59694652982,500
3,24,2.36873262346,500
3,1473,2.41707578943,500
4,3,8.01832902458,500
4,5,8.03667892848,500
4,44,2.23832882392,500
4,1472,2.29581917937,500
5,4,8.03667892848,500
5,6,5.9800005047,500
5,43,2.03105639008,500
5,1471,2.12568885974,500
5,1499,2.00588178709,1662.69700091
6,5,5.9800005047,500
6,7,2.0719816529,500
6,42,3.90314973767,500
6,1489,0.72803066087,500
7,6,2.0719816529,500
7,8,8.04742534378,500
7,42,1.85290724528,500
7,1489,1.92340228819,500
8,7,8.04742534378,500
8,9,8.03542687448,500
8,41,1.80625972301,500
8,1488,1.83515100502,500
9,8,8.03542687448,500
9,10,8.00015158064,500
9,40,1.89400141807,500
9,1487,1.89986230374,500
10,9,8.00015158064,500
10,11,8.02506677696,500
10,39,2.12785146039,500
10,1486,2.07191544552,500
11,10,8.02506677696,500
11,12,5.98255958988,500
11,38,2.32660581838,500
11,1484,2.26434368106,500
11,1485,4.07368557956,500
12,11,5.98255958988,500
12,13,2.09348553395,500
12,37,4.19976854051,500
12,1483,1.57164747132,500
13,12,2.09348553395,500
13,14,8.00869035104,500
13,37,2.32876998424,500
13,1483,2.49892737186,500
14,13,8.00869035104,500
14,15,8.02193666083,500
14,35,2.38509967223,500
14,36,1.59728149051,500
14,1482,2.41979295621,500
15,14,8.02193666083,500
15,16,7.5415713475,500
15,34,2.23124681115,500
15,1481,2.30674943097,500
16,15,7.5415713475,500
16,17,0.458359789598,500
16,33,1.04536173963,500
16,1480,1.71040742735,500
17,16,0.458359789598,500
17,18,0.811397777941,500
17,33,1.01189949934,500
17,1480,2.09410952395,500
18,17,0.811397777941,500
18,19,7.32944421012,500
18,32,1.49467540959,500
